s t k edges
15 2 0 15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2 4403.67561851
15 2 1 15-16,16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2 5041.63639046
15 2 2 15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3,3-2 5245.92556523
15 2 3 15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2 6334.34202207
15 2 4 15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2 6590.26752167
15 2 5 15-14,14-21,21-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2 6013.208587
13 14 0 13-17,17-16,16-15,15-14 637.174248274
13 14 1 13-20,20-21,21-14 1375.25227709
13 14 2 13-20,20-19,19-18,18-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14 4450.16187218
13 14 3 13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14 10713.000182
13 14 4 13-17,17-9,9-8,8-6,6-12,12-18,18-19,19-20,20-21,21-14 5430.42042121
13 14 5 13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14 19281.8814695
2 21 0 2-3,3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-21 4810.43644601
2 21 1 2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21 4839.16473773
2 21 2 2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21 5233.54718058
2 21 3 2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21 5898.85290284
2 21 4 2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-21 5577.71946777
2 21 5 2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-21 14457.2110084
26 22 0 26-30,30-31,31-22 145.450132502
26 22 1 26-30,30-31,31-11,11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22 6392.29940325
26 22 2 26-25,25-24,24-18,18-12,12-10,10-11,11-31,31-22 7098.82771944
26 22 3 26-27,27-28,28-29,29-31,31-22 8703.80823811
26 22 4 26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22 9562.27404186
26 22 5 26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22 7737.62122075
0 13 0 0-1,1-6,6-12,12-18,18-19,19-20,20-13 3487.43797566
0 13 1 0-1,1-6,6-8,8-9,9-17,17-13 3884.74472795
0 13 2 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13 5157.67372415
0 13 3 0-1,1-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-13 5285.01446363
0 13 4 0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13 5822.97944641
0 13 5 0-1,1-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-13 5129.88823155
3 8 0 3-0,0-1,1-6,6-8 3112.91595481
3 8 1 3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8 5220.28766152
3 8 2 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-8 5585.61195917
3 8 3 3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8 7625.10168576
3 8 4 3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-8 15646.2862109
3 8 5 3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8 6250.58112774
27 7 0 27-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7 3174.28280178
27 7 1 27-26,26-30,30-31,31-11,11-10,10-12,12-6,6-7 4165.0645327
27 7 2 27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5,5-4,4-7 12010.688649
27 7 3 27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-7 7335.0391713
27 7 4 27-26,26-25,25-24,24-18,18-12,12-6,6-7 5510.3863502
27 7 5 27-26,26-30,30-31,31-11,11-10,10-12,12-6,6-5,5-4,4-7 4657.72354935
1 8 0 1-6,6-8 2101.99389422
1 8 1 1-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8 4209.36560093
1 8 2 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-8 6596.53401976
1 8 3 1-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8 5239.65906715
1 8 4 1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-8 8098.85016591
1 8 5 1-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8 19041.0851982
4 3 0 4-7,7-6,6-1,1-0,0-3 2365.96042923
4 3 1 4-5,5-6,6-1,1-0,0-3 2621.74431389
4 3 2 4-7,7-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3 4838.65643359
4 3 3 4-5,5-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3 8421.4092855
4 3 4 4-5,5-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3 5094.44031825
4 3 5 4-7,7-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3 14899.3306853
28 0 0 28-27,27-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0 1478.88279632
28 0 1 28-27,27-26,26-30,30-31,31-11,11-10,10-12,12-6,6-1,1-0 5416.70281726
28 0 2 28-29,29-31,31-22,22-23,23-2,2-3,3-0 9679.4048241
28 0 3 28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0 8586.67745587
28 0 4 28-29,29-31,31-11,11-10,10-12,12-6,6-1,1-0 13617.224845
28 0 5 28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0 6762.02463476
2 15 0 2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-16,16-15 4403.67561851
2 15 1 2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17,17-16,16-15 5041.63639046
2 15 2 2-3,3-0,0-1,1-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15 5245.92556523
2 15 3 2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15 6334.34202207
2 15 4 2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15 6590.26752167
2 15 5 2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-21,21-14,14-15 6013.208587
5 2 0 5-6,6-1,1-0,0-3,3-2 2459.7930581
5 2 1 5-4,4-7,7-6,6-1,1-0,0-3,3-2 2814.01578622
5 2 2 5-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2 4646.38496126
5 2 3 5-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2 7973.35392852
5 2 4 5-4,4-7,7-6,6-12,12-10,10-11,11-31,31-22,22-23,23-2 5000.60768938
5 2 5 5-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2 14707.059213
29 5 0 29-28,28-27,27-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5 7494.77756186
29 5 1 29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5 7690.19388895
29 5 2 29-31,31-11,11-10,10-12,12-6,6-5 8326.75289176
29 5 3 29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-5 9830.88111028
29 5 4 29-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5 10988.4161367
29 5 5 29-31,31-11,11-10,10-12,12-6,6-7,7-4,4-5 8680.97561988
16 6 0 16-17,17-9,9-8,8-6 2162.34732004
16 6 1 16-17,17-13,13-20,20-19,19-18,18-12,12-6 2377.19735742
16 6 2 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6 3293.09055976
16 6 3 16-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6 7659.7771182
16 6 4 16-15,15-14,14-21,21-20,20-13,13-17,17-9,9-8,8-6 4060.37358153
16 6 5 16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-6 18124.8101571
6 9 0 6-8,8-9 1730.12100106
6 9 1 6-12,12-18,18-19,19-20,20-13,13-17,17-9 2695.02341253
6 9 2 6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9 3725.31687874
6 9 3 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9 7977.6031733
6 9 4 6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9 17526.7430098
6 9 5 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9 8342.59091726
30 26 0 30-26 54.3363763517
30 26 1 30-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26 7056.03553923
30 26 2 30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26 7828.73497691
30 26 3 30-31,31-29,29-28,28-27,27-26 8661.0160579
30 26 4 30-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26 10644.1695289
30 26 5 30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26 10683.6812642
17 7 0 17-9,9-8,8-6,6-7 2398.64044996
17 7 1 17-13,13-20,20-19,19-18,18-12,12-6,6-7 2613.49048735
17 7 2 17-9,9-8,8-6,6-5,5-4,4-7 2891.29946661
17 7 3 17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7 8926.36371434
17 7 4 17-13,13-20,20-19,19-18,18-12,12-6,6-5,5-4,4-7 3106.149504
17 7 5 17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-7 3643.78395356
7 12 0 7-6,6-12 1175.23384616
7 12 1 7-4,4-5,5-6,6-12 1667.89286281
7 12 2 7-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-12 3836.89709115
7 12 3 7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12 5792.50788467
7 12 4 7-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-12 4867.19055736
7 12 5 7-4,4-5,5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12 7787.48304747
31 19 0 31-11,11-10,10-12,12-18,18-19 3606.16466061
31 19 1 31-30,30-26,26-25,25-24,24-18,18-19 4271.47038287
31 19 2 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19 5436.25379149
31 19 3 31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19 12829.8284885
31 19 4 31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19 7457.32898862
31 19 5 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-19 4378.86409828
18 4 0 18-12,12-6,6-7,7-4 1712.1766241
18 4 1 18-12,12-6,6-5,5-4 1967.96050876
18 4 2 18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-7,7-4 3536.8294452
18 4 3 18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5,5-4 7250.54026953
18 4 4 18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-7,7-4 4567.12291142
18 4 5 18-24,24-25,25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-5,5-4 8241.32200045
16 28 0 16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28 4556.89986108
16 28 1 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28 5472.79306342
16 28 2 16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 13315.2712891
16 28 3 16-17,17-9,9-8,8-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28 7450.85280979
16 28 4 16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28 5981.10445704
16 28 5 16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28 14306.0530201
21 9 0 21-14,14-15,15-16,16-17,17-9 1011.96208471
21 9 1 21-20,20-13,13-17,17-9 1750.51681474
21 9 2 21-20,20-19,19-18,18-12,12-6,6-8,8-9 4443.47579509
21 9 3 21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9 9726.05555587
21 9 4 21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9 19275.1953924
21 9 5 21-14,14-15,15-16,16-17,17-13,13-20,20-19,19-18,18-12,12-6,6-8,8-9 4687.0541242
17 25 0 17-13,13-20,20-19,19-18,18-24,24-25 4041.49533407
17 25 1 17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25 5071.78880028
17 25 2 17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25 5666.22884029
17 25 3 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25 15215.3686768
17 25 4 17-9,9-8,8-6,6-12,12-18,18-24,24-25 6427.13688916
17 25 5 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26,26-25 5108.37944
22 6 0 22-23,23-2,2-3,3-0,0-1,1-6 2628.03376991
22 6 1 22-31,31-11,11-10,10-12,12-6 3752.72143719
22 6 2 22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6 5255.03758334
22 6 3 22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6 15638.0485101
22 6 4 22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6 7444.6781484
22 6 5 22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6 13813.3956889
18 30 0 18-12,12-10,10-11,11-31,31-30 3246.69388463
18 30 1 18-24,24-25,25-26,26-30 3863.67803095
18 30 2 18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 4019.39332231
18 30 3 18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-30 12470.3577125
18 30 4 18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30 6834.82787433
18 30 5 18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 6874.33960962
23 7 0 23-2,2-3,3-0,0-1,1-6,6-7 2429.35582287
23 7 1 23-2,2-3,3-0,0-1,1-6,6-5,5-4,4-7 2922.01483951
23 7 2 23-22,22-31,31-11,11-10,10-12,12-6,6-7 4538.38590797
23 7 3 23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-7 7865.35487522
23 7 4 23-22,22-31,31-11,11-10,10-12,12-6,6-5,5-4,4-7 5031.04492461
23 7 5 23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-7 14599.0601597
10 8 0 10-12,12-6,6-8 2427.86768686
10 8 1 10-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8 2771.75822496
10 8 2 10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8 6270.66022713
10 8 3 10-11,11-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-8 8763.7581042
10 8 4 10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8 3802.05169118
10 8 5 10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-8 17322.1162098
8 24 0 8-9,9-17,17-13,13-20,20-19,19-18,18-24 4754.67490388
8 24 1 8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24 4953.04927048
8 24 2 8-6,6-12,12-18,18-24 5247.79478965
8 24 3 8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24 14502.189107
8 24 4 8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24 5784.96837009
8 24 5 8-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24 5943.83100141
11 5 0 11-10,10-12,12-6,6-5 2523.49760764
11 5 1 11-10,10-12,12-6,6-7,7-4,4-5 2877.72033576
11 5 2 11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5 4582.68041173
11 5 3 11-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5 8900.4311099
11 5 4 11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5 4936.90313985
11 5 5 11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-5 6215.45431884
9 21 0 9-17,17-16,16-15,15-14,14-21 1011.96208471
9 21 1 9-17,17-13,13-20,20-21 1750.51681474
9 21 2 9-8,8-6,6-12,12-18,18-19,19-20,20-21 4443.47579509
9 21 3 9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21 9726.05555587
9 21 4 9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-21 19275.1953924
9 21 5 9-8,8-6,6-12,12-18,18-19,19-20,20-13,13-17,17-16,16-15,15-14,14-21 4687.0541242
24 27 0 24-25,25-26,26-27 1127.98465212
24 27 1 24-18,18-12,12-10,10-11,11-31,31-30,30-26,26-27 6196.99853845
24 27 2 24-25,25-26,26-30,30-31,31-29,29-28,28-27 9628.72581138
24 27 3 24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27 17138.0976278
24 27 4 24-18,18-12,12-10,10-11,11-31,31-29,29-28,28-27 14540.7453691
24 27 5 24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-27 6969.69797613
14 18 0 14-15,15-16,16-17,17-13,13-20,20-19,19-18 1350.84728268
14 18 1 14-21,21-20,20-19,19-18 1718.94904202
14 18 2 14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-18 3736.48883778
14 18 3 14-21,21-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18 10369.303417
14 18 4 14-21,21-20,20-13,13-17,17-9,9-8,8-6,6-12,12-18 5086.72365627
14 18 5 14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18 18568.2084351
12 6 0 12-6 881.740584299
12 6 1 12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6 3543.40382929
12 6 2 12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6 4573.6972955
12 6 3 12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6 5499.01462281
12 6 4 12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6 7001.33076896
12 6 5 12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6 18375.1234266
10 18 0 10-12,12-18 805.74596106
10 18 1 10-12,12-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18 4393.87995076
10 18 2 10-11,11-31,31-30,30-26,26-25,25-24,24-18 6304.62595452
10 18 3 10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18 6412.01966993
10 18 4 10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18 14862.9840601
10 18 5 10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18 5424.17341697
25 26 0 25-26 787.597749777
25 26 1 25-24,24-18,18-12,12-10,10-11,11-31,31-30,30-26 6322.7741658
25 26 2 25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26 7095.47360348
25 26 3 25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26 17478.4845302
25 26 4 25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30,30-26 10941.2016217
25 26 5 25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26 15653.8317091
15 11 0 15-16,16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11 2918.74903684
15 11 1 15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11 3546.14894617
15 11 2 15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11 6526.56297214
15 11 3 15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-11 7261.41920345
15 11 4 15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11 4467.38016805
15 11 5 15-14,14-21,21-20,20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11 6076.91313653
13 7 0 13-20,20-19,19-18,18-12,12-6,6-7 2307.41209251
13 7 1 13-17,17-9,9-8,8-6,6-7 2704.7188448
13 7 2 13-20,20-19,19-18,18-12,12-6,6-5,5-4,4-7 2800.07110916
13 7 3 13-17,17-9,9-8,8-6,6-5,5-4,4-7 3197.37786145
13 7 4 13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7 7589.99185328
13 7 5 13-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-7 4104.98858049
11 27 0 11-31,31-30,30-26,26-27 1710.78506933
11 27 1 11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-27 5041.57574142
11 27 2 11-31,31-29,29-28,28-27 10054.5318999
11 27 3 11-10,10-12,12-18,18-24,24-25,25-26,26-27 5614.19812125
11 27 4 11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27 9202.33211095
11 27 5 11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27 13385.322572
26 17 0 26-30,30-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17 4320.78169023
26 17 1 26-25,25-24,24-18,18-19,19-20,20-13,13-17 4829.09308384
26 17 2 26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17 4878.63109052
26 17 3 26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17 14427.770927
26 17 4 26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17 5859.38655006
26 17 5 26-25,25-24,24-18,18-12,12-6,6-8,8-9,9-17 7214.73463894
0 4 0 0-1,1-6,6-7,7-4 1885.44997287
0 4 1 0-1,1-6,6-5,5-4 2141.23385753
0 4 2 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-7,7-4 5319.16688995
0 4 3 0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5,5-4 8901.91974186
0 4 4 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-5,5-4 5574.95077461
0 4 5 0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-7,7-4 15379.8411417
24 1 0 24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1 2851.05537626
24 1 1 24-18,18-12,12-6,6-1 5032.015977
24 1 2 24-25,25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-1 5728.05218875
24 1 3 24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1 6856.6687981
24 1 4 24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1 7886.96226432
24 1 5 24-25,25-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1 11409.4134819
12 28 0 12-10,10-11,11-31,31-30,30-26,26-27,27-28 3061.44308795
12 28 1 12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-27,27-28 3834.14252563
12 28 2 12-10,10-11,11-31,31-29,29-28 11261.9651157
12 28 3 12-18,18-24,24-25,25-26,26-27,27-28 4406.76490545
12 28 4 12-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28 7994.89889516
12 28 5 12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 12034.6645534
27 28 0 27-28 71.612401416
27 28 1 27-26,26-30,30-31,31-29,29-28 8643.74003284
27 28 2 27-26,26-25,25-24,24-18,18-12,12-10,10-11,11-31,31-29,29-28 15597.1176198
27 28 3 27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 18194.4698785
27 28 4 27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 16369.8170574
27 28 5 27-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28 20215.5450757
4 10 0 4-7,7-6,6-12,12-10 1680.91216127
4 10 1 4-5,5-6,6-12,12-10 1936.69604593
4 10 2 4-7,7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10 5523.70470155
4 10 3 4-5,5-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-12,12-10 4598.35929092
4 10 4 4-7,7-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-11,11-10 8016.80257862
