s t k edges
0 16 5 0-11,11-2,2-14,14-13,13-16 12874.0252237
14 0 0 14-2,2-11,11-0 7461.79988248
14 0 1 14-6,6-7,7-3,3-0 13200.6378115
14 0 2 14-17,17-18,18-10,10-2,2-11,11-0 14207.7219823
14 0 3 14-13,13-6,6-7,7-3,3-0 15800.3252722
14 0 4 14-6,6-1,1-2,2-11,11-0 16572.1254302
14 0 5 14-9,9-15,15-8,8-12,12-13,13-6,6-7,7-3,3-0 19645.1496511
12 16 0 12-8,8-16 2298.12366836
12 16 1 12-13,13-16 3995.71710472
12 16 2 12-8,8-15,15-16 4121.50588092
12 16 3 12-13,13-14,14-9,9-16 7411.02789053
12 16 4 12-13,13-14,14-17,17-16 10907.240547
12 16 5 12-8,8-15,15-9,9-16 4121.50588092
15 5 0 15-14,14-6,6-7,7-5 12704.0147829
15 5 1 15-9,9-14,14-6,6-7,7-5 12704.0147829
15 5 2 15-8,8-12,12-13,13-4,4-5 12773.0616053
15 5 3 15-16,16-13,13-4,4-5 13076.52059
15 5 4 15-14,14-6,6-4,4-5 13124.6339358
15 5 5 15-9,9-16,16-13,13-6,6-7,7-5 14530.3617979
16 15 0 16-15 1320.9851701
16 15 1 16-9,9-15 1320.9851701
16 15 2 16-8,8-15 1952.92815146
16 15 3 16-13,13-14,14-15 7873.03724579
16 15 4 16-17,17-14,14-15 9738.82163573
16 15 5 16-13,13-12,12-8,8-15 6796.23781554
17 14 0 17-14 4699.40281362
17 14 1 17-16,16-15,15-14 6360.40399221
17 14 2 17-16,16-9,9-14 6360.40399221
17 14 3 17-18,18-10,10-2,2-14 12657.1845339
17 14 4 17-16,16-13,13-14 7990.83225873
17 14 5 17-16,16-8,8-15,15-14 6992.34697357
18 13 0 18-17,17-16,16-13 9381.80710639
18 13 1 18-17,17-16,16-8,8-12,12-13 9896.93624939
18 13 2 18-10,10-2,2-14,14-13 11266.2096863
18 13 3 18-17,17-14,14-13 11136.1167136
18 13 4 18-10,10-2,2-14,14-15,15-8,8-12,12-13 15111.0340652
18 13 5 18-17,17-16,16-9,9-14,14-13 12797.1178922
8 11 0 8-15,15-14,14-2,2-11 8993.80712541
8 11 1 8-15,15-9,9-14,14-2,2-11 8993.80712541
8 11 2 8-16,16-13,13-6,6-7,7-3,3-0,0-11 19048.5443742
8 11 3 8-16,16-17,17-18,18-10,10-2,2-11 10655.7243821
8 11 4 8-12,12-13,13-14,14-2,2-11 10507.4215536
8 11 5 8-16,16-15,15-14,14-2,2-11 9812.39525305
9 10 0 9-14,14-2,2-10 8479.50949556
9 10 1 9-15,15-14,14-2,2-10 8479.50949556
9 10 2 9-16,16-17,17-18,18-10 10538.0790306
9 10 3 9-14,14-17,17-18,18-10 13798.7016612
9 10 4 9-15,15-8,8-12,12-13,13-14,14-2,2-10 12448.4491176
9 10 5 9-15,15-16,16-17,17-18,18-10 10538.0790306
10 1 0 10-2,2-1 3905.04786412
10 1 1 10-2,2-11,11-0,0-3,3-7,7-6,6-1 15047.9038692
10 1 2 10-18,18-17,17-14,14-2,2-1 19834.9052775
10 1 3 10-18,18-17,17-16,16-13,13-6,6-1 23407.2428846
10 1 4 10-2,2-14,14-6,6-1 17242.6728655
10 1 5 10-2,2-14,14-13,13-6,6-1 19842.3603262
8 17 0 8-16,16-17 3303.87247202
8 17 1 8-15,15-16,16-17 5127.25468459
8 17 2 8-15,15-14,14-17 8387.87731517
8 17 3 8-12,12-13,13-14,14-17 9901.49174332
8 17 4 8-16,16-9,9-14,14-17 9206.46544281
8 17 5 8-12,12-13,13-16,16-17 8147.1821361
11 12 0 11-2,2-14,14-13,13-12 8934.5634397
11 12 1 11-2,2-14,14-15,15-8,8-12 10566.6652393
11 12 2 11-0,0-3,3-7,7-6,6-13,13-12 16540.2842943
11 12 3 11-2,2-10,10-18,18-17,17-16,16-8,8-12 12228.582496
11 12 4 11-2,2-14,14-9,9-16,16-13,13-12 13082.8468033
11 12 5 11-2,2-14,14-9,9-15,15-8,8-12 10566.6652393
14 11 0 14-2,2-11 5305.33262386
14 11 1 14-17,17-18,18-10,10-2,2-11 12051.2547237
14 11 2 14-6,6-7,7-3,3-0,0-11 15357.1050701
14 11 3 14-13,13-6,6-1,1-2,2-11 17015.3456322
14 11 4 14-9,9-16,16-17,17-18,18-10,10-2,2-11 13712.2559023
14 11 5 14-6,6-1,1-2,2-11 14415.6581716
12 15 0 12-8,8-15 2800.52071082
12 15 1 12-8,8-16,16-15 3619.10883846
12 15 2 12-13,13-16,16-15 5316.70227482
12 15 3 12-13,13-14,14-15 6090.04272043
12 15 4 12-8,8-16,16-9,9-15 3619.10883846
12 15 5 12-13,13-14,14-9,9-15 6090.04272043
15 2 0 15-14,14-2 7766.14452845
15 2 1 15-9,9-14,14-2 7766.14452845
15 2 2 15-9,9-16,16-17,17-18,18-10,10-2 11251.4439977
15 2 3 15-8,8-12,12-13,13-14,14-2 11735.0841505
15 2 4 15-9,9-14,14-6,6-1,1-2 16876.4700762
15 2 5 15-16,16-17,17-18,18-10,10-2 11251.4439977
13 14 0 13-14 2522.86952616
13 14 1 13-12,12-8,8-15,15-14 6367.69390508
13 14 2 13-12,12-8,8-15,15-9,9-14 6367.69390508
13 14 3 13-16,16-17,17-14 10167.3655462
13 14 4 13-6,6-14 12323.3593771
13 14 5 13-16,16-9,9-14 6671.15288973
0 13 0 0-11,11-2,2-14,14-13 9984.66940865
0 13 1 0-3,3-7,7-6,6-13 13277.455746
0 13 2 0-11,11-2,2-14,14-15,15-8,8-12,12-13 13829.4937876
0 13 3 0-11,11-2,2-10,10-18,18-17,17-16,16-13 14976.2819013
0 13 4 0-11,11-2,2-14,14-9,9-16,16-13 14132.9527722
0 13 5 0-11,11-2,2-14,14-15,15-16,16-13 14132.9527722
3 8 0 3-0,0-11,11-2,2-14,14-15,15-8 11150.274384
3 8 1 3-0,0-11,11-2,2-14,14-9,9-15,15-8 11150.274384
3 8 2 3-7,7-6,6-13,13-16,16-8 16892.0771155
3 8 3 3-0,0-11,11-2,2-10,10-18,18-17,17-16,16-8 12812.1916407
3 8 4 3-0,0-11,11-2,2-14,14-13,13-12,12-8 12663.8888122
3 8 5 3-0,0-11,11-2,2-14,14-15,15-16,16-8 11968.8625117
1 8 0 1-2,2-14,14-15,15-8 12185.4900224
1 8 1 1-2,2-14,14-9,9-15,15-8 12185.4900224
1 8 2 1-6,6-13,13-12,12-8 13980.0126126
1 8 3 1-2,2-10,10-18,18-17,17-16,16-8 13847.4072791
1 8 4 1-6,6-13,13-16,16-8 14915.4145786
1 8 5 1-6,6-14,14-15,15-8 14912.4497761
4 3 0 4-6,6-7,7-3 11036.2346569
4 3 1 4-5,5-7,7-3 11778.9829905
4 3 2 4-6,6-1,1-2,2-11,11-0,0-3 14407.7222756
4 3 3 4-13,13-14,14-2,2-11,11-0,0-3 18269.1652702
4 3 4 4-13,13-6,6-7,7-3 21561.9516076
4 3 5 4-6,6-14,14-2,2-11,11-0,0-3 17543.9381705
2 15 0 2-14,14-15 7766.14452845
2 15 1 2-14,14-9,9-15 7766.14452845
2 15 2 2-10,10-18,18-17,17-16,16-15 11251.4439977
2 15 3 2-1,1-6,6-13,13-16,16-15 18702.8170912
2 15 4 2-14,14-13,13-12,12-8,8-15 11735.0841505
2 15 5 2-14,14-9,9-16,16-8,8-15 11040.05785
5 2 0 5-7,7-6,6-1,1-2 12412.3196073
5 2 1 5-4,4-6,6-1,1-2 12832.9387602
5 2 2 5-7,7-3,3-0,0-11,11-2 13353.7665059
5 2 3 5-4,4-13,13-14,14-2 16694.3817548
5 2 4 5-7,7-6,6-14,14-2 15548.5355022
5 2 5 5-4,4-13,13-12,12-8,8-15,15-14,14-2 20539.2061338
16 6 0 16-13,13-6 9089.44447082
16 6 1 16-8,8-12,12-13,13-6 9604.57361381
16 6 2 16-15,15-14,14-6 9905.06779598
16 6 3 16-9,9-14,14-6 9905.06779598
16 6 4 16-13,13-14,14-6 11535.4960625
16 6 5 16-15,15-9,9-14,14-6 9905.06779598
6 9 0 6-14,14-9 8584.08262588
6 9 1 6-14,14-15,15-9 8584.08262588
6 9 2 6-13,13-12,12-8,8-15,15-9 10106.9706563
6 9 3 6-13,13-16,16-9 10410.4296409
6 9 4 6-13,13-14,14-9 11183.7700865
6 9 5 6-14,14-15,15-16,16-9 11226.0529661
17 7 0 17-14,14-6,6-7 10822.6735349
17 7 1 17-16,16-13,13-6,6-7 11668.0513883
17 7 2 17-16,16-13,13-4,4-5,5-7 18454.0744944
17 7 3 17-14,14-13,13-6,6-7 13422.3609956
17 7 4 17-16,16-15,15-14,14-6,6-7 12483.6747135
17 7 5 17-16,16-8,8-12,12-13,13-6,6-7 12183.1805313
7 12 0 7-6,6-13,13-12 7306.44994546
7 12 1 7-6,6-14,14-13,13-12 9752.50153713
7 12 2 7-5,5-4,4-13,13-16,16-8,8-12 18173.5912452
7 12 3 7-6,6-14,14-15,15-8,8-12 11384.6033367
7 12 4 7-6,6-4,4-13,13-12 13349.724718
7 12 5 7-6,6-14,14-9,9-15,15-8,8-12 11384.6033367
18 4 0 18-10,10-2,2-1,1-6,6-4 15689.2625532
18 4 1 18-10,10-2,2-1,1-6,6-7,7-5,5-4 16432.0108868
18 4 2 18-17,17-16,16-13,13-4 17666.302968
18 4 3 18-17,17-14,14-6,6-4 18695.3854755
18 4 4 18-17,17-16,16-8,8-12,12-13,13-4 18181.432111
18 4 5 18-10,10-2,2-11,11-0,0-3,3-7,7-5,5-4 17373.4577853
10 8 0 10-2,2-14,14-15,15-8 9707.17209252
10 8 1 10-2,2-14,14-9,9-15,15-8 9707.17209252
10 8 2 10-18,18-17,17-16,16-8 9942.35941499
10 8 3 10-2,2-14,14-13,13-12,12-8 11220.7865207
10 8 4 10-18,18-17,17-16,16-15,15-8 11765.7416276
10 8 5 10-2,2-14,14-9,9-16,16-8 10525.7602202
11 5 0 11-2,2-1,1-6,6-7,7-5 12412.3196073
11 5 1 11-2,2-1,1-6,6-4,4-5 12832.9387602
11 5 2 11-0,0-3,3-7,7-5 13353.7665059
11 5 3 11-2,2-14,14-13,13-4,4-5 16694.3817548
11 5 4 11-0,0-3,3-7,7-6,6-4,4-5 13774.3856588
11 5 5 11-2,2-14,14-6,6-7,7-5 15548.5355022
14 18 0 14-17,17-18 8613.24718745
14 18 1 14-2,2-10,10-18 8743.34016012
14 18 2 14-9,9-16,16-17,17-18 10274.248366
14 18 3 14-6,6-1,1-2,2-10,10-18 17853.6657078
14 18 4 14-15,15-16,16-17,17-18 10274.248366
14 18 5 14-13,13-16,16-17,17-18 11904.6766326
12 6 0 12-13,13-6 7306.44994546
12 6 1 12-13,13-14,14-6 9752.50153713
12 6 2 12-8,8-15,15-14,14-6 11384.6033367
12 6 3 12-8,8-16,16-13,13-6 11387.5681392
12 6 4 12-13,13-4,4-6 13349.724718
12 6 5 12-8,8-15,15-9,9-14,14-6 11384.6033367
10 18 0 10-18 2724.64256914
10 18 1 10-2,2-14,14-17,17-18 14631.9447784
10 18 2 10-2,2-14,14-9,9-16,16-17,17-18 16292.945957
10 18 3 10-2,2-1,1-6,6-14,14-17,17-18 23742.2703261
10 18 4 10-2,2-14,14-15,15-16,16-17,17-18 16292.945957
10 18 5 10-2,2-14,14-13,13-16,16-17,17-18 17923.3742235
15 11 0 15-14,14-2,2-11 7766.14452845
15 11 1 15-9,9-14,14-2,2-11 7766.14452845
15 11 2 15-9,9-14,14-6,6-7,7-3,3-0,0-11 17817.9169747
15 11 3 15-16,16-17,17-18,18-10,10-2,2-11 11251.4439977
15 11 4 15-8,8-12,12-13,13-14,14-2,2-11 11735.0841505
15 11 5 15-8,8-16,16-17,17-18,18-10,10-2,2-11 11883.3869791
13 7 0 13-6,6-7 6200.08865578
13 7 1 13-14,14-6,6-7 8646.14024745
13 7 2 13-4,4-5,5-7 12986.1117618
13 7 3 13-4,4-6,6-7 12243.3634283
13 7 4 13-12,12-8,8-15,15-14,14-6,6-7 12490.9646264
13 7 5 13-16,16-9,9-14,14-6,6-7 12794.423611
0 4 0 0-3,3-7,7-6,6-4 11036.2346569
0 4 1 0-3,3-7,7-5,5-4 11778.9829905
0 4 2 0-11,11-2,2-1,1-6,6-4 14407.7222756
0 4 3 0-11,11-2,2-14,14-13,13-4 18269.1652702
0 4 4 0-3,3-7,7-6,6-13,13-4 21561.9516076
0 4 5 0-11,11-2,2-14,14-6,6-4 17543.9381705
4 10 0 4-6,6-1,1-2,2-10 12964.6199841
4 10 1 4-5,5-7,7-6,6-1,1-2,2-10 13707.3683176
4 10 2 4-13,13-16,16-17,17-18,18-10 20390.9455371
4 10 3 4-6,6-14,14-2,2-10 16100.835879
4 10 4 4-13,13-14,14-17,17-18,18-10 22145.2551443
4 10 5 4-5,5-7,7-3,3-0,0-11,11-2,2-10 14648.8152162
2 6 0 2-1,1-6 8292.38745028
2 6 1 2-11,11-0,0-3,3-7,7-6 9233.83434885
2 6 2 2-14,14-6 11428.6033452
2 6 3 2-14,14-13,13-6 14028.2908058
2 6 4 2-10,10-18,18-17,17-14,14-6 18174.525445
2 6 5 2-14,14-15,15-8,8-12,12-13,13-6 17873.1151847
5 11 0 5-7,7-6,6-1,1-2,2-11 12412.3196073
5 11 1 5-4,4-6,6-1,1-2,2-11 12832.9387602
5 11 2 5-7,7-3,3-0,0-11 13353.7665059
5 11 3 5-4,4-13,13-14,14-2,2-11 16694.3817548
5 11 4 5-4,4-6,6-7,7-3,3-0,0-11 13774.3856588
5 11 5 5-7,7-6,6-14,14-2,2-11 15548.5355022
6 0 0 6-7,7-3,3-0 7077.36709023
6 0 1 6-1,1-2,2-11,11-0 10448.8547089
6 0 2 6-14,14-2,2-11,11-0 13585.0706038
6 0 3 6-4,4-5,5-7,7-3,3-0 15737.8505572
6 0 4 6-13,13-14,14-2,2-11,11-0 16184.7580644
6 0 5 6-14,14-17,17-18,18-10,10-2,2-11,11-0 20330.9927036
4 16 0 4-13,13-16 11173.8516766
4 16 1 4-13,13-12,12-8,8-16 11688.9808196
4 16 2 4-6,6-13,13-16 13048.3120375
4 16 3 4-6,6-14,14-15,15-16 13863.9353627
4 16 4 4-5,5-7,7-6,6-13,13-16 13791.060371
4 16 5 4-6,6-14,14-9,9-16 13863.9353627
7 5 0 7-5 4119.93215701
7 5 1 7-6,6-4,4-5 4540.55130994
7 5 2 7-6,6-13,13-4,4-5 15066.2682606
7 5 3 7-3,3-0,0-11,11-2,2-1,1-6,6-4,4-5 22066.7731091
7 5 4 7-6,6-14,14-13,13-4,4-5 17512.3198523
7 5 5 7-6,6-14,14-15,15-8,8-12,12-13,13-4,4-5 21357.1442312
17 18 0 17-18 3913.84437383
17 18 1 17-14,14-2,2-10,10-18 13442.7429737
17 18 2 17-16,16-15,15-14,14-2,2-10,10-18 15103.7441523
17 18 3 17-14,14-6,6-1,1-2,2-10,10-18 22553.0685214
17 18 4 17-16,16-9,9-14,14-2,2-10,10-18 15103.7441523
17 18 5 17-16,16-13,13-14,14-2,2-10,10-18 16734.1724188
15 16 0 15-16 1320.9851701
15 16 1 15-9,9-16 1320.9851701
15 16 2 15-8,8-16 1952.92815146
15 16 3 15-14,14-13,13-16 7873.03724579
15 16 4 15-14,14-17,17-16 9738.82163573
15 16 5 15-8,8-12,12-13,13-16 6796.23781554
13 0 0 13-14,14-2,2-11,11-0 9984.66940865
13 0 1 13-6,6-7,7-3,3-0 13277.455746
13 0 2 13-12,12-8,8-15,15-14,14-2,2-11,11-0 13829.4937876
13 0 3 13-16,16-17,17-18,18-10,10-2,2-11,11-0 14976.2819013
13 0 4 13-16,16-9,9-14,14-2,2-11,11-0 14132.9527722
13 0 5 13-16,16-15,15-14,14-2,2-11,11-0 14132.9527722
11 16 0 11-2,2-14,14-15,15-16 9087.12969855
11 16 1 11-2,2-14,14-9,9-16 9087.12969855
11 16 2 11-0,0-3,3-7,7-6,6-13,13-16 18323.2788197
11 16 3 11-2,2-10,10-18,18-17,17-16 9930.45882761
11 16 4 11-2,2-14,14-13,13-12,12-8,8-16 11232.6871081
11 16 5 11-2,2-14,14-17,17-16 12583.342355
2 1 0 2-1 3191.68289701
2 1 1 2-11,11-0,0-3,3-7,7-6,6-1 14334.5389021
2 1 2 2-14,14-6,6-1 16529.3078984
2 1 3 2-14,14-13,13-6,6-1 19128.9953591
2 1 4 2-10,10-18,18-17,17-14,14-6,6-1 23275.2299983
2 1 5 2-14,14-15,15-8,8-12,12-13,13-6,6-1 22973.819738
7 2 0 7-6,6-1,1-2 8292.38745028
7 2 1 7-3,3-0,0-11,11-2 9233.83434885
7 2 2 7-6,6-14,14-2 11428.6033452
7 2 3 7-5,5-4,4-6,6-1,1-2 16952.8709172
7 2 4 7-6,6-13,13-14,14-2 14028.2908058
7 2 5 7-6,6-14,14-17,17-18,18-10,10-2 18174.525445
16 10 0 16-17,17-18,18-10 9217.0938605
16 10 1 16-15,15-14,14-2,2-10 9800.49466566
16 10 2 16-9,9-14,14-2,2-10 9800.49466566
16 10 3 16-13,13-14,14-2,2-10 11430.9229322
16 10 4 16-15,15-14,14-17,17-18,18-10 15119.6868313
16 10 5 16-8,8-15,15-9,9-14,14-2,2-10 10432.437647
17 11 0 17-18,18-10,10-2,2-11 7351.85191008
17 11 1 17-14,14-2,2-11 10004.7354375
17 11 2 17-16,16-13,13-6,6-7,7-3,3-0,0-11 20901.8857372
17 11 3 17-14,14-6,6-1,1-2,2-11 19115.0609852
17 11 4 17-16,16-15,15-14,14-2,2-11 11665.7366161
17 11 5 17-16,16-9,9-14,14-2,2-11 11665.7366161
18 16 0 18-17,17-16 6492.45129135
18 16 1 18-17,17-14,14-9,9-16 12395.0442621
18 16 2 18-10,10-2,2-14,14-15,15-16 12525.1372348
18 16 3 18-17,17-14,14-13,13-16 14025.4725286
18 16 4 18-10,10-2,2-14,14-15,15-8,8-16 13157.0802162
18 16 5 18-17,17-14,14-9,9-15,15-16 12395.0442621
8 6 0 8-12,12-13,13-6 8879.30805931
8 6 1 8-15,15-14,14-6 9811.74522284
8 6 2 8-15,15-9,9-14,14-6 9811.74522284
8 6 3 8-16,16-13,13-6 9814.71002532
8 6 4 8-16,16-15,15-14,14-6 10630.3333505
8 6 5 8-12,12-13,13-14,14-6 11325.359651
9 7 0 9-14,14-6,6-7 8584.08262588
9 7 1 9-15,15-14,14-6,6-7 8584.08262588
9 7 2 9-16,16-13,13-4,4-5,5-7 17196.452747
9 7 3 9-15,15-8,8-12,12-13,13-6,6-7 10106.9706563
9 7 4 9-14,14-13,13-6,6-7 11183.7700865
9 7 5 9-16,16-13,13-6,6-7 10410.4296409
10 4 0 10-2,2-1,1-6,6-4 12964.6199841
10 4 1 10-2,2-1,1-6,6-7,7-5,5-4 13707.3683176
10 4 2 10-18,18-17,17-16,16-13,13-4 20390.9455371
10 4 3 10-2,2-14,14-6,6-4 16100.835879
10 4 4 10-18,18-17,17-14,14-13,13-4 22145.2551443
10 4 5 10-2,2-11,11-0,0-3,3-7,7-5,5-4 14648.8152162
11 9 0 11-2,2-14,14-9 7766.14452845
11 9 1 11-2,2-14,14-15,15-9 7766.14452845
11 9 2 11-0,0-3,3-7,7-6,6-13,13-16,16-9 19644.2639898
11 9 3 11-2,2-10,10-18,18-17,17-16,16-9 11251.4439977
11 9 4 11-2,2-14,14-13,13-12,12-8,8-15,15-9 11735.0841505
11 9 5 11-2,2-14,14-15,15-16,16-9 10408.1148687
0 18 0 0-11,11-2,2-10,10-18 5594.47479488
0 18 1 0-11,11-2,2-14,14-17,17-18 16075.0470699
0 18 2 0-3,3-7,7-6,6-1,1-2,2-10,10-18 18807.7620768
0 18 3 0-3,3-7,7-6,6-14,14-17,17-18 21813.884999
0 18 4 0-11,11-2,2-14,14-9,9-16,16-17,17-18 17736.0482485
0 18 5 0-11,11-2,2-14,14-15,15-16,16-17,17-18 17736.0482485
14 6 0 14-6 6123.27072129
14 6 1 14-13,13-6 8722.95818194
14 6 2 14-15,15-8,8-12,12-13,13-6 12567.7825609
14 6 3 14-2,2-1,1-6 13597.7200741
14 6 4 14-9,9-16,16-13,13-6 12871.2415455
14 6 5 14-15,15-16,16-13,13-6 12871.2415455
12 18 0 12-8,8-16,16-17,17-18 8790.57495971
12 18 1 12-13,13-16,16-17,17-18 10488.1683961
12 18 2 12-13,13-14,14-2,2-10,10-18 12372.570976
12 18 3 12-8,8-15,15-14,14-17,17-18 13874.5798029
12 18 4 12-8,8-15,15-9,9-14,14-2,2-10,10-18 14004.6727755
12 18 5 12-13,13-14,14-17,17-18 12242.4780033
15 7 0 15-14,14-6,6-7 8584.08262588
15 7 1 15-9,9-14,14-6,6-7 8584.08262588
15 7 2 15-16,16-13,13-4,4-5,5-7 17196.452747
15 7 3 15-8,8-12,12-13,13-6,6-7 10106.9706563
15 7 4 15-14,14-13,13-6,6-7 11183.7700865
15 7 5 15-9,9-16,16-13,13-6,6-7 10410.4296409
0 8 0 0-11,11-2,2-14,14-15,15-8 11150.274384
0 8 1 0-11,11-2,2-14,14-9,9-15,15-8 11150.274384
0 8 2 0-3,3-7,7-6,6-13,13-16,16-8 16892.0771155
0 8 3 0-11,11-2,2-10,10-18,18-17,17-16,16-8 12812.1916407
0 8 4 0-11,11-2,2-14,14-13,13-12,12-8 12663.8888122
0 8 5 0-11,11-2,2-14,14-15,15-16,16-8 11968.8625117
3 5 0 3-7,7-5 11197.2992472
3 5 1 3-7,7-6,6-4,4-5 11617.9184002
3 5 2 3-0,0-11,11-2,2-1,1-6,6-7,7-5 14568.7868659
3 5 3 3-0,0-11,11-2,2-14,14-13,13-4,4-5 18850.8490135
3 5 4 3-7,7-6,6-13,13-4,4-5 22143.6353508
3 5 5 3-0,0-11,11-2,2-14,14-6,6-4,4-5 18125.6219137
4 6 0 4-6 3958.86756671
4 6 1 4-5,5-7,7-6 4701.61590023
4 6 2 4-13,13-6 14484.5845174
4 6 3 4-13,13-14,14-6 16930.636109
4 6 4 4-13,13-12,12-8,8-15,15-14,14-6 20775.460488
4 6 5 4-13,13-16,16-9,9-14,14-6 21078.9194726
5 7 0 5-7 4119.93215701
5 7 1 5-4,4-6,6-7 4540.55130994
5 7 2 5-4,4-13,13-6,6-7 15066.2682606
5 7 3 5-4,4-6,6-1,1-2,2-11,11-0,0-3,3-7 22066.7731091
5 7 4 5-4,4-13,13-14,14-6,6-7 17512.3198523
5 7 5 5-4,4-13,13-12,12-8,8-15,15-14,14-6,6-7 21357.1442312
16 1 0 16-15,15-14,14-2,2-1 12278.8125956
16 1 1 16-9,9-14,14-2,2-1 12278.8125956
16 1 2 16-13,13-6,6-1 14190.1490241
16 1 3 16-17,17-18,18-10,10-2,2-1 13122.1417246
16 1 4 16-8,8-12,12-13,13-6,6-1 14705.2781671
16 1 5 16-15,15-14,14-6,6-1 15005.7723492
17 12 0 17-16,16-8,8-12 4876.73058588
17 12 1 17-16,16-13,13-12 6574.32402224
17 12 2 17-14,14-13,13-12 8328.63362946
17 12 3 17-14,14-15,15-8,8-12 9960.73542902
17 12 4 17-16,16-15,15-8,8-12 6700.11279845
17 12 5 17-16,16-9,9-14,14-13,13-12 9989.63480805
7 17 0 7-6,6-14,14-17 10822.6735349
7 17 1 7-6,6-13,13-16,16-17 11668.0513883
7 17 2 7-5,5-4,4-13,13-16,16-17 18454.0744944
7 17 3 7-6,6-13,13-14,14-17 13422.3609956
7 17 4 7-6,6-14,14-9,9-16,16-17 12483.6747135
7 17 5 7-6,6-13,13-12,12-8,8-16,16-17 12183.1805313
18 11 0 18-10,10-2,2-11 3438.00753626
18 11 1 18-17,17-14,14-2,2-11 13918.5798113
18 11 2 18-10,10-2,2-1,1-6,6-7,7-3,3-0,0-11 20964.2293354
18 11 3 18-17,17-16,16-15,15-14,14-2,2-11 15579.5809899
18 11 4 18-17,17-14,14-6,6-7,7-3,3-0,0-11 23970.3522576
18 11 5 18-17,17-16,16-9,9-14,14-2,2-11 15579.5809899
8 13 0 8-12,12-13 2679.21940354
8 13 1 8-16,16-13 3614.62136954
8 13 2 8-15,15-16,16-13 5438.00358211
8 13 3 8-15,15-14,14-13 6211.34402771
8 13 4 8-16,16-9,9-14,14-13 7029.93215535
8 13 5 8-16,16-17,17-14,14-13 10526.1448118
9 8 0 9-15,15-8 1227.66259696
9 8 1 9-16,16-8 2046.2507246
9 8 2 9-15,15-16,16-8 2046.2507246
9 8 3 9-14,14-13,13-12,12-8 7662.90083428
9 8 4 9-14,14-15,15-8 6149.28640613
9 8 5 9-16,16-13,13-12,12-8 6889.56038868
10 15 0 10-2,2-14,14-15 8479.50949556
10 15 1 10-2,2-14,14-9,9-15 8479.50949556
10 15 2 10-18,18-17,17-16,16-15 10538.0790306
10 15 3 10-18,18-17,17-16,16-8,8-15 11170.022012
10 15 4 10-2,2-14,14-13,13-12,12-8,8-15 12448.4491176
10 15 5 10-18,18-17,17-14,14-15 13798.7016612
11 14 0 11-2,2-14 5305.33262386
11 14 1 11-2,2-10,10-18,18-17,17-14 12051.2547237
11 14 2 11-0,0-3,3-7,7-6,6-14 15357.1050701
11 14 3 11-2,2-1,1-6,6-13,13-14 17015.3456322
11 14 4 11-2,2-10,10-18,18-17,17-16,16-15,15-14 13712.2559023
11 14 5 11-2,2-1,1-6,6-14 14415.6581716
9 18 0 9-16,16-17,17-18 7813.43646146
9 18 1 9-15,15-16,16-17,17-18 7813.43646146
9 18 2 9-14,14-2,2-10,10-18 11204.1520647
9 18 3 9-14,14-17,17-18 11074.059092
9 18 4 9-15,15-14,14-2,2-10,10-18 11204.1520647
9 18 5 9-16,16-8,8-15,15-14,14-17,17-18 14347.9724136
14 9 0 14-9 2460.81190459
14 9 1 14-15,15-9 2460.81190459
14 9 2 14-15,15-16,16-9 5102.78224479
14 9 3 14-13,13-12,12-8,8-15,15-9 6429.75152666
14 9 4 14-17,17-16,16-9 8598.99490124
14 9 5 14-13,13-16,16-9 6733.21051131
12 9 0 12-8,8-15,15-9 2800.52071082
12 9 1 12-8,8-16,16-9 3619.10883846
12 9 2 12-13,13-16,16-9 5316.70227482
12 9 3 12-13,13-14,14-9 6090.04272043
12 9 4 12-8,8-16,16-15,15-9 3619.10883846
12 9 5 12-13,13-14,14-15,15-9 6090.04272043
15 12 0 15-8,8-12 2800.52071082
15 12 1 15-16,16-8,8-12 3619.10883846
15 12 2 15-16,16-13,13-12 5316.70227482
15 12 3 15-14,14-13,13-12 6090.04272043
15 12 4 15-9,9-16,16-8,8-12 3619.10883846
15 12 5 15-9,9-14,14-13,13-12 6090.04272043
13 12 0 13-12 1106.36128968
13 12 1 13-16,16-8,8-12 5187.4794834
13 12 2 13-16,16-15,15-8,8-12 7010.86169596
13 12 3 13-14,14-15,15-8,8-12 7784.20214157
13 12 4 13-14,14-9,9-16,16-8,8-12 8602.79026921
13 12 5 13-14,14-17,17-16,16-8,8-12 12099.0029257
0 15 0 0-11,11-2,2-14,14-15 9922.61178707
0 15 1 0-11,11-2,2-14,14-9,9-15 9922.61178707
0 15 2 0-3,3-7,7-6,6-14,14-15 15661.4497161
0 15 3 0-3,3-7,7-6,6-13,13-16,16-15 17487.7967311
0 15 4 0-11,11-2,2-10,10-18,18-17,17-16,16-8,8-15 14039.8542377
0 15 5 0-11,11-2,2-14,14-13,13-12,12-8,8-15 13891.5514091
3 10 0 3-0,0-11,11-2,2-10 2869.83222573
3 10 1 3-7,7-6,6-1,1-2,2-10 16083.1195076
3 10 2 3-0,0-11,11-2,2-14,14-17,17-18,18-10 18799.6896391
3 10 3 3-7,7-6,6-14,14-2,2-10 19219.3354025
3 10 4 3-7,7-6,6-14,14-17,17-18,18-10 24538.5275681
3 10 5 3-7,7-6,6-13,13-14,14-2,2-10 21819.0228631
1 14 0 1-2,2-14 8497.01552088
1 14 1 1-6,6-14 11223.9752746
