s t k edges
17 4 4 17-16,16-15,15-13,13-22,22-21,21-8,8-5,5-4 4073.3374605
17 4 5 17-19,19-6,6-7,7-4 1621.42228904
7 9 0 7-4,4-5,5-8,8-21,21-9 2186.77085855
7 9 1 7-6,6-19,19-20,20-21,21-9 2221.38846254
7 9 2 7-4,4-5,5-8,8-21,21-22,22-9 2627.01951593
7 9 3 7-1,1-16,16-0,0-3,3-22,22-9 7175.44777423
7 9 4 7-6,6-19,19-10,10-8,8-21,21-9 2834.7483441
7 9 5 7-6,6-19,19-20,20-21,21-22,22-9 2661.63711991
18 3 0 18-17,17-16,16-0,0-3 2765.8959154
18 3 1 18-19,19-17,17-16,16-0,0-3 2766.31811959
18 3 2 18-19,19-20,20-21,21-22,22-3 3557.23963096
18 3 3 18-19,19-10,10-8,8-21,21-9,9-22,22-3 4534.95346401
18 3 4 18-17,17-16,16-15,15-13,13-22,22-3 4767.52314932
18 3 5 18-17,17-16,16-0,0-12,12-11,11-3 5094.52468867
21 22 0 21-22 233.08126485
21 22 1 21-9,9-22 597.435216334
21 22 2 21-20,20-19,19-17,17-16,16-15,15-13,13-22 3505.70134191
21 22 3 21-20,20-19,19-18,18-17,17-16,16-0,0-3,3-22 6090.05428151
21 22 4 21-8,8-5,5-4,4-7,7-1,1-16,16-15,15-13,13-22 6288.38052267
21 22 5 21-8,8-10,10-19,19-17,17-16,16-15,15-13,13-22 4119.06122348
22 5 0 22-21,21-8,8-5 1153.43989301
22 5 1 22-9,9-21,21-8,8-5 1517.79384449
22 5 2 22-21,21-20,20-19,19-6,6-4,4-5 2712.07929814
22 5 3 22-13,13-15,15-16,16-17,17-19,19-10,10-8,8-5 3483.38200514
22 5 4 22-21,21-20,20-19,19-6,6-7,7-4,4-5 3330.61413398
22 5 5 22-13,13-15,15-16,16-17,17-18,18-19,19-10,10-8,8-5 3591.33205096
11 6 0 11-12,12-0,0-16,16-17,17-19,19-6 3988.09981094
11 6 1 11-12,12-0,0-16,16-17,17-19,19-10,10-8,8-5,5-4,4-6 5279.0060652
11 6 2 11-3,3-22,22-21,21-20,20-19,19-6 5721.48690514
11 6 3 11-12,12-0,0-16,16-1,1-7,7-6 5639.62415342
11 6 4 11-3,3-22,22-21,21-8,8-5,5-4,4-6 5893.15676981
11 6 5 11-3,3-22,22-9,9-21,21-20,20-19,19-6 6085.84085662
14 17 0 14-3,3-0,0-16,16-17 3004.9883942
14 17 1 14-2,2-3,3-0,0-16,16-17 3005.29406696
14 17 2 14-3,3-22,22-21,21-20,20-19,19-17 3899.63786566
14 17 3 14-3,3-22,22-21,21-8,8-10,10-19,19-18,18-17 4620.94779305
14 17 4 14-2,2-3,3-22,22-9,9-21,21-20,20-19,19-17 4264.2974899
14 17 5 14-3,3-22,22-21,21-8,8-10,10-19,19-17 4512.99774723
12 1 0 12-11,11-3,3-0,0-16,16-1 5097.46321191
12 1 1 12-0,0-16,16-17,17-19,19-6,6-7,7-1 5472.72633528
12 1 2 12-0,0-3,3-22,22-13,13-15,15-16,16-1 6598.7000629
12 1 3 12-0,0-16,16-1 3454.33356594
12 1 4 12-11,11-3,3-22,22-21,21-20,20-19,19-6,6-7,7-1 7906.77749262
12 1 5 12-0,0-16,16-17,17-18,18-19,19-10,10-8,8-5,5-4,4-7,7-1 6665.29516669
10 17 0 10-19,19-17 738.80380403
10 17 1 10-19,19-18,18-17 846.75384985
10 17 2 10-8,8-5,5-4,4-6,6-19,19-17 1821.60285258
10 17 3 10-8,8-21,21-22,22-13,13-15,15-16,16-17 3613.3386843
10 17 4 10-19,19-6,6-7,7-1,1-16,16-17 4783.1335559
10 17 5 10-8,8-21,21-20,20-19,19-17 2040.19839213
15 20 0 15-13,13-22,22-21,21-20 1866.61461547
15 20 1 15-16,16-17,17-19,19-20 1872.16799129
15 20 2 15-16,16-17,17-18,18-19,19-20 1980.11803711
15 20 3 15-13,13-22,22-9,9-21,21-20 2230.96856695
15 20 4 15-16,16-1,1-7,7-6,6-19,19-20 4689.46477604
15 20 5 15-13,13-22,22-21,21-8,8-10,10-19,19-20 3432.32369034
13 4 0 13-22,22-21,21-8,8-5,5-4 2018.06233813
13 4 1 13-22,22-9,9-21,21-8,8-5,5-4 2382.41628961
13 4 2 13-15,15-16,16-17,17-19,19-6,6-4 3058.16257558
13 4 3 13-15,15-16,16-1,1-7,7-4 4503.3994494
13 4 4 13-22,22-21,21-20,20-19,19-6,6-4 2582.66697751
13 4 5 13-15,15-16,16-17,17-18,18-19,19-6,6-4 3166.1126214
0 7 0 0-16,16-17,17-19,19-6,6-7 3136.05973644
0 7 1 0-16,16-17,17-18,18-19,19-6,6-7 3244.00978226
0 7 2 0-3,3-22,22-21,21-8,8-5,5-4,4-7 5035.10290687
0 7 3 0-16,16-1,1-7 3962.76177443
0 7 4 0-3,3-22,22-21,21-20,20-19,19-6,6-7 5069.72051085
0 7 5 0-16,16-17,17-19,19-10,10-8,8-5,5-4,4-7 4220.67852204
1 6 0 1-7,7-6 1834.95855591
1 6 1 1-16,16-17,17-19,19-6 2313.09915606
1 6 2 1-7,7-4,4-6 2364.9455913
1 6 3 1-16,16-15,15-13,13-22,22-21,21-20,20-19,19-6 4721.1208356
1 6 4 1-16,16-17,17-18,18-19,19-10,10-8,8-5,5-4,4-6 3711.95545613
1 6 5 1-16,16-17,17-18,18-19,19-6 2421.04920188
2 5 0 2-3,3-22,22-21,21-8,8-5 3487.9351081
2 5 1 2-14,14-3,3-22,22-21,21-8,8-5 3986.7212377
2 5 2 2-3,3-0,0-16,16-17,17-19,19-6,6-4,4-5 4255.65300186
2 5 3 2-14,14-3,3-0,0-16,16-1,1-7,7-4,4-5 6199.67600529
2 5 4 2-3,3-22,22-9,9-21,21-8,8-5 3852.28905958
2 5 5 2-3,3-0,0-16,16-17,17-18,18-19,19-10,10-8,8-5 3924.20003213
5 8 0 5-8 142.339704912
5 8 1 5-4,4-6,6-19,19-10,10-8 2314.33899161
5 8 2 5-4,4-7,7-6,6-19,19-10,10-8 2932.87382745
5 8 3 5-4,4-6,6-19,19-20,20-21,21-8 3257.01695654
5 8 4 5-4,4-7,7-1,1-16,16-17,17-19,19-10,10-8 5090.33679265
5 8 5 5-4,4-6,6-19,19-18,18-17,17-16,16-15,15-13,13-22,22-21,21-8 5041.83525461
6 7 0 6-7 412.411152245
6 7 1 6-4,4-7 942.398187639
6 7 2 6-19,19-10,10-8,8-5,5-4,4-7 2662.80238011
6 7 3 6-19,19-17,17-16,16-1,1-7 3735.64655972
6 7 4 6-19,19-20,20-21,21-22,22-13,13-15,15-16,16-1,1-7 6143.66823926
6 7 5 6-19,19-18,18-17,17-16,16-1,1-7 3843.59660554
4 19 0 4-6,6-19 951.023473161
4 19 1 4-5,5-8,8-10,10-19 1505.65522336
4 19 2 4-7,7-6,6-19 1569.55830899
4 19 3 4-7,7-1,1-16,16-17,17-19 3727.0212742
4 19 4 4-5,5-8,8-21,21-20,20-19 2448.33318829
4 19 5 4-7,7-1,1-16,16-17,17-18,18-19 3834.97132002
7 6 0 7-6 412.411152245
7 6 1 7-4,4-6 942.398187639
7 6 2 7-4,4-5,5-8,8-10,10-19,19-6 2662.80238011
7 6 3 7-1,1-16,16-17,17-19,19-6 3735.64655972
7 6 4 7-1,1-16,16-15,15-13,13-22,22-21,21-20,20-19,19-6 6143.66823926
7 6 5 7-1,1-16,16-17,17-18,18-19,19-6 3843.59660554
5 18 0 5-8,8-10,10-19,19-18 1062.82396549
5 18 1 5-8,8-10,10-19,19-17,17-18 1166.12972139
5 18 2 5-4,4-6,6-19,19-18 1502.22698105
5 18 3 5-4,4-7,7-1,1-16,16-17,17-18 4277.80257789
5 18 4 5-8,8-21,21-20,20-19,19-18 2005.50193042
5 18 5 5-4,4-6,6-19,19-17,17-18 1605.53273694
16 22 0 16-15,15-13,13-22 1809.36370105
16 22 1 16-17,17-19,19-20,20-21,21-22 1929.41890571
16 22 2 16-17,17-18,18-19,19-20,20-21,21-22 2037.36895153
16 22 3 16-0,0-3,3-22 4285.76659482
16 22 4 16-17,17-19,19-10,10-8,8-21,21-9,9-22 2907.13273876
16 22 5 16-17,17-19,19-6,6-4,4-5,5-8,8-21,21-22 3266.86121265
19 3 0 19-17,17-16,16-0,0-3 2712.13199458
19 3 1 19-18,18-17,17-16,16-0,0-3 2820.0820404
19 3 2 19-20,20-21,21-22,22-3 3503.05350595
19 3 3 19-10,10-8,8-21,21-9,9-22,22-3 4480.767339
19 3 4 19-6,6-4,4-5,5-8,8-21,21-22,22-3 4840.4958129
19 3 5 19-17,17-16,16-0,0-12,12-11,11-3 5040.76076786
20 4 0 20-19,19-6,6-4 1427.19806981
20 4 1 20-21,21-8,8-5,5-4 1972.15859164
20 4 2 20-19,19-10,10-8,8-5,5-4 1981.82982002
20 4 3 20-19,19-17,17-16,16-1,1-7,7-4 4203.19587085
20 4 4 20-21,21-22,22-13,13-15,15-16,16-17,17-18,18-19,19-6,6-4 4321.58152909
20 4 5 20-19,19-6,6-7,7-4 2045.73290565
18 20 0 18-19,19-20 530.360721662
18 20 1 18-17,17-19,19-20 633.666477554
18 20 2 18-19,19-10,10-8,8-21,21-20 2253.28576443
18 20 3 18-17,17-16,16-15,15-13,13-22,22-21,21-20 3316.37193092
18 20 4 18-19,19-6,6-4,4-5,5-8,8-21,21-20 2977.36818981
18 20 5 18-17,17-16,16-1,1-7,7-6,6-19,19-20 4677.99622943
8 2 0 8-21,21-22,22-3,3-2 3345.59540318
8 2 1 8-10,10-19,19-17,17-16,16-0,0-3,3-2 3673.9102814
8 2 2 8-21,21-22,22-3,3-14,14-2 3844.38153279
8 2 3 8-5,5-4,4-6,6-19,19-18,18-17,17-16,16-0,0-3,3-2 4505.9427526
8 2 4 8-21,21-9,9-22,22-3,3-14,14-2 4208.73548427
8 2 5 8-10,10-19,19-20,20-21,21-22,22-3,3-2 4464.83179277
9 3 0 9-22,22-3 2641.31636828
9 3 1 9-21,21-22,22-3 2667.2302406
9 3 2 9-21,21-20,20-19,19-17,17-16,16-0,0-3 3938.22308374
9 3 3 9-22,22-13,13-15,15-16,16-0,0-3 4258.41653645
9 3 4 9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-0,0-3 4659.53301113
9 3 5 9-21,21-22,22-13,13-15,15-16,16-0,0-3 4284.33040878
11 21 0 11-3,3-22,22-21 4107.64350675
11 21 1 11-12,12-0,0-3,3-22,22-21 4307.91718696
11 21 2 11-12,12-0,0-16,16-17,17-19,19-20,20-21 4436.17076706
11 21 3 11-3,3-22,22-9,9-21 4471.99745823
11 21 4 11-12,12-0,0-16,16-17,17-18,18-19,19-10,10-8,8-21 5157.48069445
11 21 5 11-3,3-0,0-16,16-15,15-13,13-22,22-21 5724.74367493
14 2 0 14-2 249.545901179
14 2 1 14-3,3-2 440.200530904
12 22 0 12-0,0-3,3-22 3724.50389054
12 22 1 12-0,0-16,16-15,15-13,13-22 4198.86479568
12 22 2 12-11,11-3,3-22 4224.89427347
12 22 3 12-0,0-16,16-17,17-19,19-20,20-21,21-22 4318.92000034
12 22 4 12-0,0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22 5404.58387921
12 22 5 12-11,11-3,3-0,0-16,16-15,15-13,13-22 5841.99444165
3 1 0 3-0,0-16,16-1 3111.58400229
3 1 1 3-22,22-13,13-15,15-16,16-1 5113.21123621
3 1 2 3-0,0-16,16-17,17-19,19-6,6-7,7-1 5129.97677163
3 1 3 3-22,22-21,21-8,8-5,5-4,4-7,7-1 5886.28067901
3 1 4 3-11,11-12,12-0,0-16,16-1 5440.21277557
3 1 5 3-22,22-9,9-21,21-20,20-19,19-18,18-17,17-16,16-1 5705.57043818
16 13 0 16-15,15-13 1441.75863881
16 13 1 16-17,17-19,19-20,20-21,21-22,22-13 2297.02396795
16 13 2 16-17,17-18,18-19,19-20,20-21,21-22,22-13 2404.97401377
16 13 3 16-0,0-3,3-22,22-13 4653.37165707
16 13 4 16-17,17-19,19-10,10-8,8-21,21-9,9-22,22-13 3274.737801
16 13 5 16-17,17-19,19-6,6-4,4-5,5-8,8-21,21-22,22-13 3634.4662749
6 16 0 6-19,19-17,17-16 1248.26668474
6 16 1 6-19,19-18,18-17,17-16 1356.21673056
6 16 2 6-7,7-1,1-16 2899.79102722
6 16 3 6-4,4-5,5-8,8-21,21-22,22-13,13-15,15-16 3827.95822896
6 16 4 6-4,4-7,7-1,1-16 3429.77806261
6 16 5 6-19,19-20,20-21,21-9,9-22,22-13,13-15,15-16 4020.64231577
19 8 0 19-10,10-8 866.298135574
19 8 1 19-6,6-4,4-5,5-8 1590.38056095
19 8 2 19-20,20-21,21-8 1808.9761005
19 8 3 19-17,17-16,16-15,15-13,13-22,22-21,21-8 3485.84435275
19 8 4 19-6,6-7,7-4,4-5,5-8 2208.91539678
19 8 5 19-18,18-17,17-16,16-0,0-3,3-22,22-21,21-8 6070.19729235
17 8 0 17-19,19-10,10-8 918.162115618
17 8 1 17-18,18-19,19-10,10-8 1026.11216144
17 8 2 17-19,19-6,6-4,4-5,5-8 1642.244541
17 8 3 17-16,16-15,15-13,13-22,22-21,21-8 3433.98037271
17 8 4 17-19,19-20,20-21,21-8 1860.84008054
17 8 5 17-16,16-1,1-7,7-4,4-5,5-8 4314.51438194
7 21 0 7-4,4-5,5-8,8-21 1991.63694665
7 21 1 7-6,6-19,19-20,20-21 2026.25455063
7 21 2 7-6,6-4,4-5,5-8,8-21 2197.92441531
7 21 3 7-1,1-16,16-17,17-19,19-20,20-21 4183.71751584
7 21 4 7-6,6-19,19-18,18-17,17-16,16-15,15-13,13-22,22-21 3811.07284871
7 21 5 7-4,4-6,6-19,19-10,10-8,8-21 3169.60146759
20 3 0 20-21,21-22,22-3 3026.8789093
20 3 1 20-19,19-17,17-16,16-0,0-3 3188.30659124
20 3 2 20-19,19-18,18-17,17-16,16-0,0-3 3296.25663706
20 3 3 20-21,21-9,9-22,22-3 3391.23286078
20 3 4 20-19,19-10,10-8,8-21,21-22,22-3 4592.58798417
20 3 5 20-21,21-22,22-13,13-15,15-16,16-0,0-3 4643.97907748
18 15 0 18-17,17-16,16-15 1449.75731545
18 15 1 18-19,19-17,17-16,16-15 1450.17951965
18 15 2 18-19,19-20,20-21,21-22,22-13,13-15 2396.97533713
18 15 3 18-19,19-10,10-8,8-21,21-9,9-22,22-13,13-15 3374.68917018
18 15 4 18-19,19-6,6-7,7-1,1-16,16-15 4267.4763044
18 15 5 18-17,17-19,19-20,20-21,21-22,22-13,13-15 2500.28109302
21 2 0 21-22,22-3,3-2 2567.57647994
21 2 1 21-22,22-3,3-14,14-2 3066.36260954
21 2 2 21-20,20-19,19-17,17-16,16-0,0-3,3-2 3838.56932308
21 2 3 21-9,9-22,22-3,3-2 2931.93043142
21 2 4 21-8,8-10,10-19,19-18,18-17,17-16,16-0,0-3,3-2 4559.87925046
21 2 5 21-9,9-22,22-3,3-14,14-2 3430.71656103
8 9 0 8-21,21-9 973.15283515
8 9 1 8-21,21-22,22-9 1413.40149252
8 9 2 8-10,10-19,19-20,20-21,21-9 2092.38922473
8 9 3 8-5,5-4,4-6,6-19,19-17,17-16,16-15,15-13,13-22,22-9 4467.42603004
8 9 4 8-10,10-19,19-20,20-21,21-22,22-9 2532.63788211
8 9 5 8-5,5-4,4-7,7-6,6-19,19-20,20-21,21-9 3435.00648594
22 9 0 22-9 402.301304429
22 9 1 22-21,21-9 428.215176755
22 9 2 22-13,13-15,15-16,16-17,17-19,19-20,20-21,21-9 3700.83525382
22 9 3 22-3,3-0,0-16,16-17,17-18,18-19,19-20,20-21,21-9 6285.18819341
22 9 4 22-13,13-15,15-16,16-1,1-7,7-4,4-5,5-8,8-21,21-9 6483.51443458
22 9 5 22-13,13-15,15-16,16-17,17-19,19-10,10-8,8-21,21-9 4314.19513538
9 4 0 9-21,21-8,8-5,5-4 1612.50992294
9 4 1 9-22,22-21,21-8,8-5,5-4 2052.75858031
9 4 2 9-21,21-20,20-19,19-6,6-4 2177.11456232
9 4 3 9-22,22-13,13-15,15-16,16-17,17-19,19-6,6-4 3828.06894225
9 4 4 9-21,21-20,20-19,19-6,6-7,7-4 2795.64939815
9 4 5 9-21,21-8,8-10,10-19,19-6,6-4 2790.47444389
10 3 0 10-19,19-17,17-16,16-0,0-3 3399.07181857
10 3 1 10-8,8-21,21-22,22-3 3429.47356353
10 3 2 10-19,19-18,18-17,17-16,16-0,0-3 3507.02186439
10 3 3 10-8,8-21,21-9,9-22,22-3 3793.82751502
10 3 4 10-19,19-20,20-21,21-22,22-3 4189.99332994
10 3 5 10-8,8-5,5-4,4-6,6-19,19-17,17-16,16-0,0-3 4481.87086712
11 10 0 11-12,12-0,0-16,16-17,17-19,19-10 4092.15341379
11 10 1 11-12,12-0,0-16,16-17,17-18,18-19,19-10 4200.10345961
11 10 2 11-3,3-22,22-21,21-8,8-10 5065.02074158
11 10 3 11-3,3-22,22-9,9-21,21-8,8-10 5429.37469307
11 10 4 11-3,3-22,22-21,21-20,20-19,19-10 5825.54050799
11 10 5 11-3,3-0,0-16,16-17,17-19,19-10 5034.61899662
0 21 0 0-3,3-22,22-21 3043.46596022
0 21 1 0-16,16-17,17-19,19-20,20-21 3171.71954032
0 21 2 0-16,16-17,17-18,18-19,19-20,20-21 3279.66958614
0 21 3 0-12,12-11,11-3,3-22,22-9,9-21 5736.44868498
0 21 4 0-16,16-1,1-7,7-4,4-5,5-8,8-21 5954.39872108
0 21 5 0-16,16-15,15-13,13-22,22-21 3517.82686536
14 5 0 14-3,3-22,22-21,21-8,8-5 3737.17533652
14 5 1 14-2,2-3,3-22,22-21,21-8,8-5 3737.48100927
14 5 2 14-3,3-0,0-16,16-17,17-19,19-6,6-4,4-5 4504.89323029
14 5 3 14-2,2-3,3-0,0-16,16-1,1-7,7-4,4-5 5950.43577686
14 5 4 14-3,3-22,22-9,9-21,21-8,8-5 4101.529288
14 5 5 14-3,3-0,0-16,16-17,17-18,18-19,19-10,10-8,8-5 4173.44026055
12 13 0 12-0,0-16,16-15,15-13 3831.25973343
12 13 1 12-0,0-3,3-22,22-13 4092.10895278
12 13 2 12-11,11-3,3-22,22-13 4592.49933571
12 13 3 12-0,0-16,16-17,17-19,19-20,20-21,21-22,22-13 4686.52506258
12 13 4 12-11,11-3,3-0,0-16,16-15,15-13 5474.38937941
12 13 5 12-0,0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22,22-13 5772.18894145
1 16 0 1-16 1064.83247131
1 16 1 1-7,7-6,6-19,19-17,17-16 3083.22524065
1 16 2 1-7,7-6,6-19,19-18,18-17,17-16 3191.17528647
1 16 3 1-7,7-4,4-5,5-8,8-21,21-22,22-13,13-15,15-16 5456.62931621
1 16 4 1-7,7-4,4-6,6-19,19-17,17-16 3613.21227604
1 16 5 1-7,7-4,4-5,5-8,8-10,10-19,19-17,17-16 4167.84402625
15 0 0 15-16,16-0 2205.99483049
15 0 1 15-13,13-22,22-3,3-0 3889.13546539
15 0 2 15-13,13-22,22-21,21-20,20-19,19-17,17-16,16-0 4483.55157519
15 0 3 15-13,13-22,22-9,9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-0 5569.21545405
15 0 4 15-16,16-17,17-19,19-20,20-21,21-22,22-3,3-0 5470.41653211
15 0 5 15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-3,3-0 5578.36657793
13 16 0 13-15,15-16 1441.75863881
13 16 1 13-22,22-21,21-20,20-19,19-17,17-16 2297.02396795
13 16 2 13-22,22-21,21-20,20-19,19-18,18-17,17-16 2404.97401377
13 16 3 13-22,22-3,3-0,0-16 4653.37165707
13 16 4 13-22,22-9,9-21,21-8,8-10,10-19,19-17,17-16 3274.737801
13 16 5 13-22,22-21,21-8,8-5,5-4,4-6,6-19,19-17,17-16 3634.4662749
0 11 0 0-12,12-11 1264.45122674
0 11 1 0-3,3-11 2206.91680957
0 11 2 0-16,16-15,15-13,13-22,22-3,3-11 7159.30784241
0 11 3 0-16,16-17,17-19,19-20,20-21,21-22,22-3,3-11 7279.36304707
0 11 4 0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22,22-3,3-11 8365.02692594
0 11 5 0-16,16-17,17-19,19-6,6-4,4-5,5-8,8-21,21-22,22-3,3-11 8616.80535401
3 6 0 3-0,0-16,16-17,17-19,19-6 3295.01821572
3 6 1 3-0,0-16,16-17,17-18,18-19,19-6 3402.96826154
3 6 2 3-22,22-21,21-8,8-5,5-4,4-6 4257.60959176
3 6 3 3-22,22-9,9-21,21-20,20-19,19-6 4450.29367857
3 6 4 3-0,0-16,16-1,1-7,7-6 4946.5425582
3 6 5 3-22,22-21,21-8,8-10,10-19,19-6 4699.29960865
1 10 0 1-16,16-17,17-19,19-10 2417.15275891
1 10 1 1-16,16-17,17-18,18-19,19-10 2525.10280473
1 10 2 1-7,7-4,4-5,5-8,8-10 2815.52373865
1 10 3 1-7,7-6,6-19,19-20,20-21,21-8,8-10 4406.17918913
1 10 4 1-16,16-15,15-13,13-22,22-21,21-8,8-10 4064.65467205
1 10 5 1-7,7-6,6-19,19-10 3104.78460103
4 1 0 4-7,7-1 1996.80833927
4 1 1 4-6,6-7,7-1 2203.09580793
4 1 2 4-6,6-19,19-17,17-16,16-1 2681.23640808
4 1 3 4-5,5-8,8-21,21-22,22-13,13-15,15-16,16-1 4524.65344825
4 1 4 4-5,5-8,8-10,10-19,19-18,18-17,17-16,16-1 3343.81820411
4 1 5 4-7,7-6,6-19,19-17,17-16,16-1 3299.77124392
5 4 0 5-4 497.017382879
5 4 1 5-8,8-10,10-19,19-6,6-4 1959.66131365
5 4 2 5-8,8-10,10-19,19-6,6-7,7-4 2578.19614948
5 4 3 5-8,8-21,21-20,20-19,19-6,6-4 2902.33927857
5 4 4 5-8,8-10,10-19,19-17,17-16,16-1,1-7,7-4 4735.65911468
5 4 5 5-8,8-21,21-22,22-13,13-15,15-16,16-17,17-18,18-19,19-6,6-4 4687.15757665
16 4 0 16-17,17-19,19-6,6-4 1616.40393677
16 4 1 16-17,17-18,18-19,19-6,6-4 1724.35398259
16 4 2 16-1,1-7,7-4 3061.64081059
16 4 3 16-15,15-13,13-22,22-21,21-8,8-5,5-4 3459.82097694
16 4 4 16-1,1-7,7-6,6-4 3267.92827925
16 4 5 16-17,17-19,19-10,10-8,8-5,5-4 2171.03568697
6 11 0 6-19,19-17,17-16,16-0,0-12,12-11 3988.09981094
6 11 1 6-4,4-5,5-8,8-10,10-19,19-17,17-16,16-0,0-12,12-11 5279.0060652
6 11 2 6-19,19-20,20-21,21-22,22-3,3-11 5721.48690514
6 11 3 6-7,7-1,1-16,16-0,0-12,12-11 5639.62415342
6 11 4 6-4,4-5,5-8,8-21,21-22,22-3,3-11 5893.15676981
6 11 5 6-19,19-20,20-21,21-9,9-22,22-3,3-11 6085.84085662
19 17 0 19-17 51.8639800444
19 17 1 19-18,18-17 159.814025865
19 17 2 19-20,20-21,21-22,22-13,13-15,15-16,16-17 3686.91862672
19 17 3 19-6,6-7,7-1,1-16,16-17 4096.19373192
19 17 4 19-10,10-8,8-5,5-4,4-7,7-1,1-16,16-17 5180.81251752
19 17 5 19-20,20-21,21-9,9-22,22-13,13-15,15-16,16-17 4051.2725782
17 1 0 17-16,16-1 1678.34895488
17 1 1 17-19,19-6,6-7,7-1 2469.70875709
17 1 2 17-18,18-19,19-6,6-7,7-1 2577.65880291
17 1 3 17-19,19-20,20-21,21-22,22-13,13-15,15-16,16-1 4190.09859451
17 1 4 17-19,19-10,10-8,8-5,5-4,4-7,7-1 3554.32754268
17 1 5 17-18,18-19,19-6,6-4,4-7,7-1 3107.6458383
7 18 0 7-6,6-19,19-18 1049.48349839
7 18 1 7-6,6-19,19-17,17-18 1152.78925428
7 18 2 7-4,4-5,5-8,8-10,10-19,19-18 2134.10228399
7 18 3 7-1,1-16,16-17,17-18 3206.5242594
7 18 4 7-4,4-6,6-19,19-18 1579.47053378
7 18 5 7-4,4-5,5-8,8-21,21-20,20-19,19-18 3076.78024891
20 10 0 20-19,19-10 1163.11442064
20 10 1 20-21,21-8,8-10 1512.15981543
20 10 2 20-19,19-6,6-4,4-5,5-8,8-10 2245.91346919
20 10 3 20-21,21-22,22-13,13-15,15-16,16-17,17-19,19-10 3949.54783409
20 10 4 20-19,19-6,6-7,7-4,4-5,5-8,8-10 2864.44830503
20 10 5 20-21,21-9,9-22,22-13,13-15,15-16,16-17,17-18,18-19,19-10 4421.8518314
18 6 0 18-19,19-6 637.072346144
18 6 1 18-17,17-19,19-6 740.378102036
18 6 2 18-19,19-10,10-8,8-5,5-4,4-6 1927.9786004
18 6 3 18-17,17-16,16-1,1-7,7-6 3618.93541164
18 6 4 18-19,19-20,20-21,21-8,8-5,5-4,4-6 2870.65656532
18 6 5 18-17,17-16,16-1,1-7,7-4,4-6 4148.92244703
21 11 0 21-22,22-3,3-11 4107.64350675
21 11 1 21-22,22-3,3-0,0-12,12-11 4307.91718696
21 11 2 21-20,20-19,19-17,17-16,16-0,0-12,12-11 4436.17076706
21 11 3 21-9,9-22,22-3,3-11 4471.99745823
21 11 4 21-8,8-10,10-19,19-18,18-17,17-16,16-0,0-12,12-11 5157.48069445
21 11 5 21-22,22-13,13-15,15-16,16-0,0-3,3-11 5724.74367493
22 0 0 22-3,3-0 2810.38469537
22 0 1 22-13,13-15,15-16,16-0 3284.74560051
22 0 2 22-21,21-20,20-19,19-17,17-16,16-0 3404.80080517
22 0 3 22-3,3-11,11-12,12-0 5139.01346864
22 0 4 22-9,9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-0 4490.46468404
22 0 5 22-21,21-8,8-5,5-4,4-6,6-19,19-17,17-16,16-0 4742.24311211
9 13 0 9-22,22-13 769.906366671
9 13 1 9-21,21-22,22-13 795.820238997
9 13 2 9-21,21-20,20-19,19-17,17-16,16-15,15-13 3333.23019157
9 13 3 9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-15,15-13 4054.54011896
9 13 4 9-21,21-22,22-3,3-0,0-16,16-15,15-13 6155.74041039
9 13 5 9-22,22-21,21-8,8-5,5-4,4-6,6-19,19-17,17-16,16-15,15-13 5110.92115589
8 22 0 8-21,21-22 1011.1001881
8 22 1 8-21,21-9,9-22 1375.45413958
8 22 2 8-10,10-19,19-20,20-21,21-22 2130.33657768
8 22 3 8-5,5-4,4-6,6-19,19-17,17-16,16-15,15-13,13-22 4065.12472561
8 22 4 8-10,10-19,19-20,20-21,21-9,9-22 2494.69052916
8 22 5 8-10,10-19,19-18,18-17,17-16,16-15,15-13,13-22 3448.99234605
11 3 0 11-3 1635.54717805
11 3 1 11-12,12-0,0-3 1835.82085826
11 3 2 11-12,12-0,0-16,16-15,15-13,13-22,22-3 6788.2118911
11 3 3 11-12,12-0,0-16,16-17,17-19,19-20,20-21,21-22,22-3 6908.26709576
11 3 4 11-12,12-0,0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22,22-3 7993.93097463
11 3 5 11-12,12-0,0-16,16-17,17-19,19-6,6-4,4-5,5-8,8-21,21-22,22-3 8245.7094027
14 12 0 14-3,3-0,0-12 1830.20920635
14 12 1 14-2,2-3,3-0,0-12 1830.51487911
14 12 2 14-3,3-11,11-12 2330.59958929
14 12 3 14-2,2-3,3-11,11-12 2330.90526204
14 12 4 14-3,3-22,22-13,13-15,15-16,16-0,0-12 6782.60023919
14 12 5 14-3,3-22,22-21,21-20,20-19,19-17,17-16,16-0,0-12 6902.65544385
12 4 0 12-0,0-16,16-17,17-19,19-6,6-4 4005.9050314
12 4 1 12-0,0-3,3-22,22-21,21-8,8-5,5-4 5374.96116643
12 4 2 12-11,11-3,3-0,0-16,16-17,17-19,19-6,6-4 5649.03467737
